성취기준코드,학년군,교과,영역,성취기준,성취수준A,성취수준B,성취수준C,탐구 활동,원문쪽
[4수03-09],초등 3~4학년군,수학,도형과 측정,"여러 가지 모양의 삼각형에 대한 분류 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 이해한다.","여러 가지 삼각형을 분류하는 활동을 통하여 직각삼각형, 예각삼각형, 둔각삼각형을 구분하고, 그 차이를 설명할 수 있다.","주어진 삼각형을 직각삼각형, 예각삼각형, 둔각삼각형으로 구분할 수 있다.","구체적 조작 활동을 통하여 주어진 삼각형에서 직각삼각형, 예각삼각형, 둔각삼각형을 찾을 수 있다.",,71
[4수03-10],초등 3~4학년군,수학,도형과 측정,"여러 가지 모양의 사각형에 대한 분류 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 이해하고, 그 성질을 탐구하고 설명할 수 있다.","여러 가지 사각형을 분류하는 활동을 통하여 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 구분하고, 각각의 성질을 설명할 수 있다.","주어진 사각형에서 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 찾고, 그 성질을 말할 수 있다.","구체적 조작 활동을 통하여 주어진 사각형에서 직사각형, 정사각형, 사다리꼴, 평행사변형, 마름모를 찾을 수 있다.",,72
[4수03-11],초등 3~4학년군,수학,도형과 측정,다각형과 정다각형을 이해한다.,"다각형과 정다각형의 여러 가지 예를 제시하고, 각 도형의 공통점을 설명할 수 있다.","주어진 도형에서 다각형과 정다각형을 찾고, 그 의미를 말할 수 있다.",주어진 도형에서 다각형과 정다각형을 찾을 수 있다.,,72
[4수03-12],초등 3~4학년군,수학,도형과 측정,주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고 설명할 수 있다.,"주어진 도형을 이용하여 여러 가지 모양을 만들거나 채우고, 그 방법을 설명할 수 있다.",주어진 도형을 이용하여 모양을 만들거나 채울 수 있다.,안내된 절차에 따라 주어진 도형을 이용하여 일부가 제시된 모양의 전체를 완성할 수 있다.,,72
[4수03-13],초등 3~4학년군,수학,도형과 측정,"1분과 1초의 관계를 이해하고, 초 단위까지 시각을 읽을 수 있다.","1분과 1초의 관계를 이용하여 여러 가지 시각을 초 단위까지 읽으며, 시계에 나타낼 수 있다.","1분이 60초임을 알고, 여러 가지 시각을 초 단위까지 읽을 수 있다.","1분이 60초임을 알고, 안내된 절차에 따라 주어진 시각을 초 단위까지 읽을 수 있다.",,72
[4수03-14],초등 3~4학년군,수학,도형과 측정,실생활 문제 상황과 연결하여 초 단위까지의 시간의 덧셈과 뺄셈을 할 수 있다.,"실생활 문제 상황을 초 단위까지 시간의 덧셈과 뺄셈으로 나타내어 계산하고, 그 과정을 설명할 수 있다.","실생활 문제 상황을 초 단위까지 시간의 덧셈과 뺄셈으로 나타내고, 그 계산을 할 수 있다.",안내된 절차에 따라 초 단위까지의 간단한 시간의 덧셈과 뺄셈을 할 수 있다.,,72
[4수03-15],초등 3~4학년군,수학,도형과 측정,"길이 단위 1mm와 1km를 알고, 이를 이용하여 길이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","1mm와 1km를 이용하여 여러 가지 길이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예를 찾아 수학의 유용성을 설명할 수 있다.","1mm와 1km를 이용하여 길이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예에서 수학의 유용성을 인식한다.",안내된 절차에 따라 1mm와 1km를 이용하여 길이를 측정할 수 있다.,,73
[4수03-16],초등 3~4학년군,수학,도형과 측정,"1cm와 1mm, 1km와 1m의 관계를 이해하고, 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 다양하게 표현할 수 있다.","길이를 여러 가지 방법으로 표현하고, 1cm와 1mm, 1km와 1m의 관계를 설명할 수 있다.","주어진 길이를 ‘몇 cm 몇 mm’와 ‘몇 mm’, ‘몇 km 몇 m’와 ‘몇 m’로 표현할 수 있다.","안내된 절차에 따라 ‘몇 cm’를 ‘몇 mm’로, ‘몇 km’를 ‘몇 m’로 표현할 수 있다.",,73
[4수03-17],초등 3~4학년군,수학,도형과 측정,"들이 단위 1L와 1mL를 알고, 이를 이용하여 들이를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","1L와 1mL를 이용하여 여러 가지 들이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예를 찾아 수학의 유용성을 설명할 수 있다.","1L와 1mL를 이용하여 들이를 측정하거나 어림하고, 실생활에서 이를 활용하는 예에서 수학의 유용성을 인식한다.",안내된 절차에 따라 1L와 1mL를 이용하여 간단한 들이를 측정할 수 있다.,,73
[4수03-18],초등 3~4학년군,수학,도형과 측정,"1L와 1mL의 관계를 이해하고, 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다.","들이를 ‘몇 L 몇 mL’ 또는 ‘몇 mL’로 표현하고, 1L와 1mL의 관계를 설명할 수 있다.",주어진 들이를 ‘몇 L 몇 mL’와 ‘몇 mL’로 표현할 수 있다.,"안내된 절차에 따라 ‘몇 L’를 ‘몇 mL’로, ‘몇 mL’를 ‘몇 L’로 표현할 수 있다.",,73
[4수03-19],초등 3~4학년군,수학,도형과 측정,실생활 문제 상황과 연결하여 들이의 덧셈과 뺄셈을 할 수 있다.,"실생활 문제 상황을 들이의 덧셈과 뺄셈으로 나타내어 계산하고, 그 과정을 설명할 수 있다.","실생활 문제 상황을 들이의 덧셈과 뺄셈으로 나타내고, 그 계산을 할 수 있다.",안내된 절차에 따라 간단한 들이의 덧셈과 뺄셈을 할 수 있다.,,73
[4수03-20],초등 3~4학년군,수학,도형과 측정,"실생활에서 무게를 나타낼 때 사용하는 단위 1g과 1kg을 알고, 이를 이용하여 무게를 측정하고 어림하며 수학의 유용성을 인식할 수 있다.","1g과 1kg을 이용하여 여러 가지 무게를 측정하거나 어림하고, 실생활에서 1g과 1kg을 활용하는 예를 찾아 수학의 유용성을 설명할 수 있다.","1g과 1kg을 이용하여 무게를 측정하거나 어림하고, 실생활에서 이를 활용하는 예를 찾아 수학의 유용성을 인식한다.",안내된 절차에 따라 1g과 1kg을 이용하여 간단한 무게를 측정할 수 있다.,,74
[4수03-21],초등 3~4학년군,수학,도형과 측정,"1kg과 1g의 관계를 이해하고, 무게를 ‘몇 kg 몇 g’과 ‘몇 g’으로 표현할 수 있다.","무게를 ‘몇 kg 몇 g’ 또는 ‘몇 g’으로 표현하고, 1kg과 1g의 관계를 설명할 수 있다.",주어진 무게를 ‘몇 kg 몇 g’과 ‘몇 g’으로 표현할 수 있다.,"안내된 절차에 따라 ‘몇 kg’을 ‘몇 g’으로, ‘몇 g’을 ‘몇 kg’으로 표현할 수 있다.",,74
[4수03-22],초등 3~4학년군,수학,도형과 측정,"실생활에서 무게를 나타낼 때 사용하는 단위 1t을 알고, 1t과 1kg의 관계를 이해한다.","실생활에서 t를 활용하는 예를 찾고, 1t과 1kg의 관계를 이용하여 다양한 무게를 표현할 수 있다.","1t이 1000kg임을 이용하여 ‘몇 t’을 ‘몇 kg’으로, ‘몇 kg’을 ‘몇 t’으로 표현할 수 있다.","안내된 절차에 따라 ‘몇 t’을 ‘몇 kg’으로, ‘몇 kg’을 ‘몇 t’으로 표현할 수 있다.",,74
[4수03-23],초등 3~4학년군,수학,도형과 측정,실생활 문제 상황과 연결하여 무게의 덧셈과 뺄셈을 할 수 있다.,"실생활 문제 상황을 무게의 덧셈과 뺄셈으로 나타내어 계산하고, 그 과정을 설명할 수 있다.","실생활 문제 상황을 무게의 덧셈과 뺄셈으로 나타내고, 그 계산을 할 수 있다.",안내된 절차에 따라 간단한 무게의 덧셈과 뺄셈을 할 수 있다.,,74
[4수03-24],초등 3~4학년군,수학,도형과 측정,"각의 크기의 단위인 1도(°)를 알고, 각도기를 이용하여 각의 크기를 측정하고 어림할 수 있다.","각도기를 이용하여 여러 가지 각의 크기를 측정하거나 어림하고, 그 방법을 설명할 수 있다.","각의 크기의 단위인 1도(°)를 알고, 각도기를 이용하여 주어진 각의 크기를 측정하거나 어림할 수 있다.",안내된 절차에 따라 각도기를 이용하여 간단한 각의 크기를 측정할 수 있다.,,75
[4수03-25],초등 3~4학년군,수학,도형과 측정,"여러 가지 방법으로 삼각형과 사각형의 내각의 크기의 합을 추론하고, 자신의 추론 과정을 설명할 수 있다.","삼각형과 사각형의 내각의 크기의 합을 여러 가지 방법으로 추론하고, 그 방법을 설명할 수 있다.","구체물이나 그림을 이용하여 삼각형과 사각형의 내각의 크기의 합이 각각 180°, 360°임을 설명할 수 있다.","삼각형과 사각형의 내각의 크기의 합이 각각 180°, 360°임을 말할 수 있다.",,75
[4수04-01],초등 3~4학년군,수학,자료와 가능성,자료를 수집하여 그림그래프나 막대그래프로 나타내고 해석할 수 있다.,"실생활 자료를 수집하여 그림그래프나 막대그래프로 나타내고, 그래프를 해석할 수 있다.","주어진 자료를 그림그래프나 막대그래프로 나타내고, 그래프에서 여러 가지 사실을 찾을 수 있다.","안내된 절차에 따라 일부가 제시된 그림그래프나 막대그래프를 완성하고, 그래프에서 간단한 사실을 찾을 수 있다.",,75
[4수04-02],초등 3~4학년군,수학,자료와 가능성,자료를 수집하여 꺾은선그래프로 나타내고 해석할 수 있다.,"실생활 자료를 수집하여 꺾은선그래프로 나타내고, 그래프를 해석할 수 있다.","주어진 자료를 꺾은선그래프로 나타내고, 그래프에서 여러 가지 사실을 찾을 수 있다.","안내된 절차에 따라 일부가 제시된 꺾은선그래프를 완성하고, 그래프에서 간단한 사실을 찾을 수 있다.",,75
[4수04-03],초등 3~4학년군,수학,자료와 가능성,"탐구 문제를 해결하기 위해 자료를 수집, 정리하여 막대그래프나 꺾은선그래프로 나타내고 해석할 수 있다.","탐구 문제를 해결하기 위해 자료를 수집, 정리하여 막대그래프나 꺾은선그래프로 나타내고, 그 그래프를 해석할 수 있다.","자료를 정리하여 막대그래프나 꺾은선그래프로 나타내고, 그래프에서 여러 가지 사실을 찾을 수 있다.","안내된 절차에 따라 주어진 자료를 막대그래프나 꺾은선그래프로 나타내고, 그래프에서 간단한 사실을 찾을 수 있다.",,75
[4과01-01],초등 3~4학년군,과학,힘과 우리 생활,"일상생활에서 힘과 관련된 현상에 흥미를 갖고, 물체를 밀거나 당길 때 나타나는 현상을 관찰할 수 있다.","일상생활에서 힘과 관련된 현상에 흥미를 가지고, 무거운 물체와 가벼운 물체를 밀거나 당길 때 드는 힘의 크기를 비교하여 설명할 수 있다.",물체를 밀거나 당길 때 나타나는 현상에 흥미를 가지고 이를 관찰할 수 있다.,물체를 밀고 당기는 것과 같이 힘과 관련된 현상에 흥미를 가진다.,무거운 물체를 밀 때와 가벼운 물체를 밀 때의 특징 탐구하기,107
[4과01-02],초등 3~4학년군,과학,힘과 우리 생활,수평잡기 활동을 통해 물체의 무게를 비교할 수 있다.,수평잡기 활동을 통해 무게가 같거나 다른 여러 물체의 무게를 비교할 수 있다.,수평잡기 활동에서 기울어지는 현상을 관찰하여 두 물체 중에서 무거운 물체를 찾을 수 있다.,수평잡기 활동을 통해 물체의 무게가 서로 다름을 알 수 있다.,,107
[4과01-03],초등 3~4학년군,과학,힘과 우리 생활,"무게를 정확히 비교하기 위해서는 저울이 필요함을 알고, 저울을 사용해 무게를 비교할 수 있다.","저울의 필요성을 알고, 저울을 사용해 여러 가지 물체들의 무게를 비교할 수 있으며, 이 과정을 통해 과학의 유용성을 인식한다.","저울의 필요성을 알고, 저울을 사용해 물체의 무게를 측정할 수 있다.",일상생활에서 물체의 무게를 측정하기 위해 저울이 사용되고 있음을 말할 수 있다.,,107
[4과01-04],초등 3~4학년군,과학,힘과 우리 생활,"지레, 빗면과 같은 도구를 이용하면 물체를 들어 올릴 때 드는 힘의 크기가 달라짐을 알고, 도구가 일상생활에서 어떻게 쓰이는지 조사하여 공유할 수 있다.","지레, 빗면과 같은 도구를 이용하면 작은 힘으로 물체를 들 수 있음을 알고, 일상생활에서 도구가 사용되는 예를 조사하여 공유할 수 있으며, 이 과정을 통해 도구 사용의 과학적 유용성을 인식한다.","지레, 빗면을 사용하면 작은 힘으로 물체를 들 수 있다는 사실을 알고, 도구가 사용되는 예를 조사할 수 있다.",일상생활에서 물체를 들어 올릴 때 지레와 빗면과 같은 도구가 사용되고 있음을 말할 수 있다.,,107
